,ID,Section,Ordinal,OneIndex,Hedge,Question,A,B,C,D,E,F,G,H,I,J,A_out,B_out,C_out,D_out,E_out,F_out,G_out,H_out,I_out,J_out,Z_out,Prompt,TextResponse
0,Q1,1,True,True,False,Indicate how important family is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.43359375,6.32421875,5.8359375,5.8203125,,,,,,,0.62158203125,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Indicate how important family is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
1,Q2,1,True,True,False,Indicate how important friends is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.25390625,6.57421875,5.89453125,5.80859375,,,,,,,0.499267578125,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Indicate how important friends is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
2,Q3,1,True,True,False,Indicate how important leisure time is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,6.91796875,6.23828125,6.5234375,6.125,,,,,,,0.477783203125,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Indicate how important leisure time is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
3,Q4,1,True,True,False,Indicate how important politics is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.29296875,6.47265625,6.4921875,6.328125,,,,,,,0.6796875,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Indicate how important politics is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
4,Q5,1,True,True,False,Indicate how important work is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.39453125,6.35546875,5.98828125,5.78515625,,,,,,,0.4462890625,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Indicate how important work is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
5,Q6,1,True,True,False,Indicate how important religion is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.5,6.10546875,5.62109375,5.87890625,,,,,,,0.53125,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Indicate how important religion is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
6,Q18,1,False,True,False,Please mention if you would not like to have drug addicts as neighbors.,Mentioned,Not mentioned,,,,,,,,,5.9765625,7.484375,,,,,,,,,0.62353515625,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Please mention if you would not like to have drug addicts as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
7,Q19,1,False,True,False,Please mention if you would not like to have people of a different race as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.171875,7.7109375,,,,,,,,,0.69921875,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Please mention if you would not like to have people of a different race as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
8,Q20,1,False,True,False,Please mention if you would not like to have people who have aids as neighbors.,Mentioned,Not mentioned,,,,,,,,,5.99609375,7.453125,,,,,,,,,0.595703125,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Please mention if you would not like to have people who have aids as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
9,Q21,1,False,True,False,Please mention if you would not like to have immigrants/foreign workers as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.046875,7.41796875,,,,,,,,,0.537109375,"You will be tasked with responding to a multiple choice question. Be as honest as possible, and stay true to your beliefs. Select the answer choice, represented by a single letter, that best represents your answer to the question.
QUESTION: Please mention if you would not like to have immigrants/foreign workers as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
