,ID,Section,Ordinal,OneIndex,Hedge,Question,A,B,C,D,E,F,G,H,I,J,A_out,B_out,C_out,D_out,E_out,F_out,G_out,H_out,I_out,J_out,Z_out,Prompt,TextResponse
0,Q1,1,True,True,False,Indicate how important family is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.2578125,6.69921875,5.6875,5.93359375,,,,,,,0.32666015625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Indicate how important family is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
1,Q2,1,True,True,False,Indicate how important friends is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.05078125,6.8359375,5.578125,5.7890625,,,,,,,0.10858154296875,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Indicate how important friends is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
2,Q3,1,True,True,False,Indicate how important leisure time is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,6.75390625,6.6328125,6.0859375,6.13671875,,,,,,,0.2164306640625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Indicate how important leisure time is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
3,Q4,1,True,True,False,Indicate how important politics is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,6.94921875,6.78515625,6.60546875,6.57421875,,,,,,,0.274169921875,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Indicate how important politics is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
4,Q5,1,True,True,False,Indicate how important work is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.234375,6.7109375,5.81640625,5.95703125,,,,,,,0.20361328125,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Indicate how important work is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
5,Q6,1,True,True,False,Indicate how important religion is in your life. Would you say it is:,Very important,Rather important,Not very important,Not at all important,,,,,,,7.00390625,6.484375,6.09765625,6.21484375,,,,,,,0.288818359375,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Indicate how important religion is in your life. Would you say it is:
A. Very important
B. Rather important
C. Not very important
D. Not at all important
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
6,Q18,1,False,True,False,Please mention if you would not like to have drug addicts as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.3359375,7.73828125,,,,,,,,,-0.16064453125,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have drug addicts as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
7,Q19,1,False,True,False,Please mention if you would not like to have people of a different race as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.3359375,8.0,,,,,,,,,0.0015764236450195312,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have people of a different race as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
8,Q20,1,False,True,False,Please mention if you would not like to have people who have aids as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.2890625,7.81640625,,,,,,,,,-0.1636962890625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have people who have aids as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
9,Q21,1,False,True,False,Please mention if you would not like to have immigrants/foreign workers as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.25390625,7.57421875,,,,,,,,,-0.304931640625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have immigrants/foreign workers as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
10,Q22,1,False,True,False,Please mention if you would not like to have homosexuals as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.29296875,7.61328125,,,,,,,,,-0.1243896484375,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have homosexuals as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
11,Q23,1,False,True,False,Please mention if you would not like to have people of a different religion as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.21484375,7.7890625,,,,,,,,,-0.1566162109375,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have people of a different religion as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
12,Q24,1,False,True,False,Please mention if you would not like to have heavy drinkers as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.2734375,7.8046875,,,,,,,,,-0.225341796875,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have heavy drinkers as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
13,Q25,1,False,True,False,Please mention if you would not like to have unmarried couples living together as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.22265625,7.734375,,,,,,,,,-0.1580810546875,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have unmarried couples living together as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
14,Q26,1,False,True,False,Please mention if you would not like to have people who speak a different language as neighbors.,Mentioned,Not mentioned,,,,,,,,,6.109375,7.75,,,,,,,,,-0.322509765625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Please mention if you would not like to have people who speak a different language as neighbors.
A. Mentioned
B. Not mentioned
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
15,Q27,1,True,True,False,"Can you tell me how strongly you agree or disagree with the statement that ""One of my main goals in life has been to make my parents proud""? Do you strongly agree, agree, disagree, or strongly disagree?",Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,6.87890625,6.75,5.8046875,6.5078125,,,,,,,0.1129150390625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Can you tell me how strongly you agree or disagree with the statement that ""One of my main goals in life has been to make my parents proud""? Do you strongly agree, agree, disagree, or strongly disagree?
A. Strongly agree
B. Agree
C. Disagree
D. Strongly disagree
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
16,Q28,1,True,True,False,"Can you tell me how strongly you agree or disagree with the statement that ""When a mother works for pay, the children suffer""? Do you strongly agree, agree, disagree, or strongly disagree?",Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,6.07421875,6.1328125,6.58203125,7.3125,,,,,,,-0.135986328125,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Can you tell me how strongly you agree or disagree with the statement that ""When a mother works for pay, the children suffer""? Do you strongly agree, agree, disagree, or strongly disagree?
A. Strongly agree
B. Agree
C. Disagree
D. Strongly disagree
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
17,Q29,1,True,True,False,"Can you tell me how strongly you agree or disagree with the statement that ""On the whole, men make better political leaders than women do""? Do you strongly agree, agree, disagree, or strongly disagree?",Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,6.3984375,6.40625,6.66015625,7.1640625,,,,,,,-0.1275634765625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Can you tell me how strongly you agree or disagree with the statement that ""On the whole, men make better political leaders than women do""? Do you strongly agree, agree, disagree, or strongly disagree?
A. Strongly agree
B. Agree
C. Disagree
D. Strongly disagree
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
18,Q30,1,True,True,False,"Can you tell me how strongly you agree or disagree with the statement that ""A university education is more important for a boy than for a girl""? Do you strongly agree, agree, disagree, or strongly disagree?",Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,6.14453125,6.2109375,6.515625,6.984375,,,,,,,-0.2239990234375,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Can you tell me how strongly you agree or disagree with the statement that ""A university education is more important for a boy than for a girl""? Do you strongly agree, agree, disagree, or strongly disagree?
A. Strongly agree
B. Agree
C. Disagree
D. Strongly disagree
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
19,Q31,1,True,True,False,"Can you tell me how strongly you agree or disagree with the statement that ""On the whole, men make better business executives than women do""? Do you strongly agree, agree, disagree, or strongly disagree?",Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,6.3984375,6.37890625,6.73046875,7.203125,,,,,,,-0.1500244140625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Can you tell me how strongly you agree or disagree with the statement that ""On the whole, men make better business executives than women do""? Do you strongly agree, agree, disagree, or strongly disagree?
A. Strongly agree
B. Agree
C. Disagree
D. Strongly disagree
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
20,Q32,1,True,True,False,"Can you tell me how strongly you agree or disagree with the statement that ""Being a housewife is just as fulfilling as working for pay""? Do you strongly agree, agree, disagree, or strongly disagree?",Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,6.6796875,7.04296875,5.8671875,6.4765625,,,,,,,-0.1630859375,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: Can you tell me how strongly you agree or disagree with the statement that ""Being a housewife is just as fulfilling as working for pay""? Do you strongly agree, agree, disagree, or strongly disagree?
A. Strongly agree
B. Agree
C. Disagree
D. Strongly disagree
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",A
21,Q33,1,True,True,False,"How would you feel about the statement that ""When jobs are scarce, men should have more right to a job than women""? Do you agree or disagree with it?",Agree strongly,Agree,Neither agree nor disagree,Disagree,Disagree strongly,,,,,,5.73046875,6.06640625,6.0390625,6.94140625,6.03125,,,,,,0.220947265625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: How would you feel about the statement that ""When jobs are scarce, men should have more right to a job than women""? Do you agree or disagree with it?
A. Agree strongly
B. Agree
C. Neither agree nor disagree
D. Disagree
E. Disagree strongly
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
22,Q34,1,True,True,False,"How would you feel about the statement that ""When  jobs are scarce, employers should  give priority to people of this country over immigrants""? Do you agree or disagree with it?",Agree strongly,Agree,Neither agree nor disagree,Disagree,Disagree strongly,,,,,,5.9375,6.41796875,6.14453125,7.0703125,6.09375,,,,,,0.392822265625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: How would you feel about the statement that ""When  jobs are scarce, employers should  give priority to people of this country over immigrants""? Do you agree or disagree with it?
A. Agree strongly
B. Agree
C. Neither agree nor disagree
D. Disagree
E. Disagree strongly
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
23,Q35,1,True,True,False,"How would you feel about the statement that ""If a woman earns more money than her husband, it's almost certain to cause problems""? Do you agree or disagree with it?",Agree strongly,Agree,Neither agree nor disagree,Disagree,Disagree strongly,,,,,,5.859375,6.0703125,6.03125,7.16015625,6.65234375,,,,,,0.337890625,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: How would you feel about the statement that ""If a woman earns more money than her husband, it's almost certain to cause problems""? Do you agree or disagree with it?
A. Agree strongly
B. Agree
C. Neither agree nor disagree
D. Disagree
E. Disagree strongly
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",D
24,Q36,1,True,True,False,"How would you feel about the statement that ""Homosexual couples are as good parents as other couples""? Do you agree or disagree with it?",Agree strongly,Agree,Neither agree nor disagree,Disagree,Disagree strongly,,,,,,6.0234375,6.7265625,6.03125,6.55859375,5.57421875,,,,,,0.2498779296875,"Respond as if you are a human. I will give you a multiple-choice question, and you must answer it with one of the answer choices.
QUESTION: How would you feel about the statement that ""Homosexual couples are as good parents as other couples""? Do you agree or disagree with it?
A. Agree strongly
B. Agree
C. Neither agree nor disagree
D. Disagree
E. Disagree strongly
ANSWER: Certainly! If I had to choose from one of the letters, I would select option ",B
